id,Text1,Text2,Class
25059,5 people having conversation at the dinner table.,People are having a conversation.,Duplicate
25060,"In a train station , an attractive woman in a blue skirt and jacket , surrounded by her luggage , passes time with a crossword.",In an airport a women is passing time watching tv.,Conflict
25061,two men looking at each other.,Two men are looking.,Duplicate
25062,A soccer ball has just been kicked by a team wearing black uniforms.,People in black uniforms are playing soccer against a team in red,Neutral
25063,A brunette lady wearing glasses and a flowered dress juggles tennis balls on the street.,A woman is performing outside.,Duplicate
25064,A small boy in a white shirt is jumping with a sword in his hand.,A boy with weapon,Neutral
25065,The sun is almost behind the snowy mountains.,The sun sets a gulf coast beach.,Conflict
25066,A white man in a fedora stands behind a piece of musical equipment with two musicians in the background.,A man is about to play a song.,Neutral
25067,Men are dancing to a traditional beat.,The men are dancing together.,Duplicate
25068,A woman shows her spirit by wearing a team jacket.,The woman is naked.,Conflict
25069,A group of people playing instruments outside.,A person is playing inside,Conflict
25070,Bruce Springsteen sings a hit with a smile on stage.,Bruce springsteen performing for a large crowd.,Neutral
25071,A black women in a subway tunnel.,men standing in line at train station,Conflict
25072,"An Asian woman selling silk scarfs , bags , and wallets.",The woman is selling goods made with a natural fiber.,Duplicate
25073,A woman wearing all gray is passing something to a blond man who is sitting down.,a woman and a man together,Duplicate
25074,a child watering plants on a backyard The child is at home watching.,TV..,Conflict
25075,a group sitting at a table discussing a subject.,people having group conversation.,Duplicate
25076,a man wearing a yellow shirt with a dramatic look on his face The man is happy to his is family..,a man wearing a yellow shirt with a dramatic look on his face The man is not wearing a shirt.,Conflict
25077,"An older gentleman , wearing a t-shirt and shorts , is flipping burgers on a large stainless steel gas grill.",The man has grease on his clothing.,Neutral
25078,A doctor in a white coat smiles for a picture in front of a wall with photos.,The doctor wearing casual clothes ignores pictures.,Conflict
25079,Children wearing a pink shirt are watching something in an exhibit.,The children are at a museum,Neutral
25080,A little girl climbing the stairs on the playground equipment.,A girl is playing outside.,Neutral
25081,A man is videotaping another man who is beginning to climb up a metal structure.,A man videotaping another man,Duplicate
25082,A woman wears boxing gloves.,A man reads a book.,Conflict
25083,A gentleman in a baseball cap and a blue jacket looks out over the ocean with his arm out in front of him.,The man is considering making a dive off a cliff into the ocean.,Neutral
25084,Several workers standing on and around a ladder.,The people are asleep.,Conflict
25085,People ride up an escalator.,They are going down,Conflict
25086,An elderly indian man and woman in their home.,The couple is eating supper.,Neutral
25087,Four men in purple shirts and two in dark gray moving a sculpture.,Te men are all wearing red shirts.,Neutral
25088,A boy smiles while he loads up his toy with fake bullets.,A boy plays with a toy gun.,Duplicate
25089,"A group of children playing on the street , some on bicycles , and one on a scooter , and one in a blue shirt walking.",There are some people doing various activities.,Duplicate
25090,A boy has his swear gear on.,A male is wearing something.,Duplicate
25091,The tan and white dog is running in the field.,The tan and white dog runs.,Duplicate
25092,A tennis player about to serve.,"The tennis player throws the ball in the air , preparing to thwack it.",Neutral
25093,A man in a red shirt sits on his dirt bike and points at the camera.,The man in a red polo waves at the cameraman.,Neutral
25094,Three young sumo wrestler students stand at attention at an award ceremony in front of a man at the microphone.,Three young sumo wrestler students stand at attention to receive their awards for the ending ceremony in front of a man at the microphone.,Neutral
25095,"A man in a pink shirt is looking at a laptop computer , while a lady in a black and white print dress , is blowing on her coffee cup.",A man in a pink shirt,Duplicate
25096,A female wearing yellow and a man eating a corn with a big crowd of people behind them.,A woman and a man are standing in front of a crowd.,Duplicate
25097,View of busy pedestrians along a road in Asia.,View of pedestrians along a road.,Duplicate
25098,"A man resting in a blue hammock , boots and pack off , as he looks out over a flowing river.",The man is on his lunch break,Neutral
25099,Three students preparing a meal with onions.,the students are chefs,Neutral
25100,"A man in a t-shirt , shorts and cap , sitting on a park bench , reading a paper.",The man is in a hurry.,Conflict
25101,Two children playing with an inflatable mattress.,Two children are enjoying an inflatable mattress they got from their mother.,Duplicate
25102,A woman in a green winter coat stands with a cart in the middle of a department store isle.,The woman is shopping in the department store.,Duplicate
25103,A toddler boy gets into a bowl of dog food as a small dog watches from behind him.,A toddler plays around.,Duplicate
25104,The dog is chasing the goat around the yard.,A goat is being followed by a dog.,Duplicate
25105,A group of motorcyclist are ridding through the streets.,They are indoors.,Conflict
25106,Two men in construction outfits reading the newspaper.,The two men are taking their lunch break.,Neutral
25107,"A man wearing a white t-shirt and khaki pants with a tape measure is repairing shingles on a roof , surrounded by tools.",The man is a construction worker.,Neutral
25108,A man on a bicycle with a lot of scissors and various small tools on the front of it surrounded by a group of people.,A man on a bike is surrounded by a group of people.,Duplicate
25109,Man in white shirt flipping young boy in the water with four other boys surrounding them.,The man is a father,Neutral
25110,Two people in dark jogging suits walk with a group of participants in the Race For The Cure.,A group of people are cheering on the band on stage at the concert.,Conflict
25111,A police officer oversees the runners in a race.,A police officer makes sure there is no trouble makers at a race.,Neutral
25112,A group of people stand on a street corner.,The people are standing in a doorway.,Conflict
